Image	Name	Object ID	Area µm^2	Circularity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	Number of nuclei	Area Ratio %	Nuclei Area µm^2: Mean	Diameter Ratio %: Min	Nuclei diameter µm: Mean Min	Diameter Ratio %: Max	Nuclei diameter µm: Mean Max	Circularity Ratio %	Nuclei Circularity µm: Mean	Nuclei Hematoxylin: Min	Nuclei Hematoxylin: Max	Nuclei Hematoxylin: Mean	Nuclei Hematoxylin: Std.Dev.
N341_HE_LF_Duplicate.ome.tiff	MK	d292fe3d-4d6f-4a6c-af19-1ce9b1dc6b74	434.0641	0.5873	28.6476	21.3408	0.2477	-0.0046	0.7193	0.1208	9	41.826	181.5626	21.7924	4.6507	20.7071	0.3065	142.756	0.0433	0.1214	0.5849	0.5849	0.5849
N341_HE_LF_Duplicate.ome.tiff	MK	a594817f-6d2a-4f99-9bce-5cf1337ac8fb	433.1328	0.4601	35.7018	16.0751	0.1472	0.0119	0.4689	0.0817	3	20.7813	90.0119	33.4012	5.3693	20.6992	0.3818	199.5207	0.0474	0.1409	0.4332	0.4332	0.4332
N341_HE_LF_Duplicate.ome.tiff	MK	2c0d140b-9c0b-44ed-8617-6561f409553b	428.8744	0.5336	32.5374	17.2085	0.0917	-0.0101	0.3139	0.0305	1	5.9008	25.3073	31.3229	5.3902	19.0592	0.3204	181.383	0.05	0.0797	0.3018	0.3018	0.3018
N341_HE_LF_Duplicate.ome.tiff	MK	a0195433-e3e2-4435-a75c-274573f1cd24	423.2104	0.5892	25.9545	22.1264	0.0782	-0.0228	0.2435	0.0258													
N341_HE_LF_Duplicate.ome.tiff	MK	b0a74194-3ff2-439e-bf6f-3efe43a82df1	420.3486	0.5853	25.7791	22.3932	0.0907	-0.0053	0.2528	0.0304	1	3.6462	15.3267	18.9973	4.2541	18.578	0.2474	164.8197	0.0498	0.1023	0.2885	0.2885	0.2885
N341_HE_LF_Duplicate.ome.tiff	MK	01b9039e-5b34-4673-a14d-e033a22e7c30	419.4017	0.5839	27.157	20.6269	0.1346	-0.0043	0.5307	0.0919	2	14.977	62.8129	27.8326	5.741	24.8978	0.3493	165.3604	0.0499	0.0992	0.5475	0.5475	0.5475
N341_HE_LF_Duplicate.ome.tiff	MK	94153f9e-f4a5-476b-9806-e0cd869c812d	417.4938	0.5986	28.4713	19.6591	0.2447	-0.0132	0.7231	0.1249	5	34.6201	144.5393	26.8333	5.2752	25.0571	0.3686	157.2754	0.0486	0.137	0.6397	0.6397	0.6397
N341_HE_LF_Duplicate.ome.tiff	MK	269b2169-6111-4fc8-85cb-a28185745775	414.1736	0.5767	27.1243	20.246	0.159	0.0134	0.5959	0.0813	3	23.4618	97.1745	29.4513	5.9627	25.8838	0.3627	167.6635	0.05	0.099	0.5928	0.5928	0.5928
N341_HE_LF_Duplicate.ome.tiff	MK	7fc826f3-e9db-4211-9e67-47316b8ea00d	412.2812	0.5422	31.1689	17.0735	0.1336	-0.0213	0.8034	0.1074	1	12.7531	52.5796	46.0906	7.8693	29.1557	0.4695	175.456	0.0491	0.0598	0.7949	0.7949	0.7949
N341_HE_LF_Duplicate.ome.tiff	MK	3bc4c3d9-172e-4a89-8126-98ce97e7a008	408.0299	0.585	26.4596	20.9326	0.0763	-0.0264	0.3277	0.0278													
N341_HE_LF_Duplicate.ome.tiff	MK	61e85c08-6005-4266-b586-ba5d539a8cc3	406.596	0.443	32.7897	16.551	0.1185	-0.013	0.5668	0.0703	1	5.2868	21.496	25.8982	4.2864	19.9029	0.3371	205.8272	0.0471	0.1632	0.5742	0.5742	0.5742
N341_HE_LF_Duplicate.ome.tiff	MK	45aa1341-0065-46d4-9e33-30ae58ff24c9	406.1203	0.3908	38.8	16.0098	0.1514	-0.0277	0.937	0.1241	3	18.7439	76.1246	29.4337	4.7123	17.2	0.3448	234.6104	0.0474	0.0464	0.6676	0.6676	0.6676
N341_HE_LF_Duplicate.ome.tiff	MK	86c4ab20-3232-43f9-b3af-77650cdb4e47	399.0226	0.5721	25.911	20.4453	0.152	-0.0289	0.6117	0.1024	3	24.0415	95.9305	29.8858	6.1103	27.4903	0.368	156.3636	0.0462	0.0692	0.5766	0.5766	0.5766
N341_HE_LF_Duplicate.ome.tiff	MK	8e03b8df-ae44-4d1b-8c3c-fe0f7058558f	398.5578	0.6065	26.5107	19.9646	0.1407	-0.0451	0.4427	0.0886	4	26.694	106.3878	25.9535	5.1815	24.9516	0.3417	156.5739	0.0491	0.0354	0.4599	0.4599	0.4599
N341_HE_LF_Duplicate.ome.tiff	MK	03aa049d-f3d4-4d1c-a1df-6daaa85da8b3	392.8712	0.5024	32.843	18.2143	0.1262	0.0003	0.5977	0.0624	1	11.5305	45.2988	37.4506	6.8214	26.1777	0.4442	191.9911	0.0498	0.0669	0.6581	0.6581	0.6581
N341_HE_LF_Duplicate.ome.tiff	MK	8d869f5c-0171-44af-aaba-8bcabefd88c9	391.9212	0.5965	26.7771	19.9619	0.1492	0.0027	0.774	0.0945	3	21.0766	82.6014	27.0334	5.3964	24.3254	0.3365	159.0925	0.049	0.1035	0.5956	0.5956	0.5956
N341_HE_LF_Duplicate.ome.tiff	MK	175ed2eb-0587-46e5-ae33-1e059d671621	390.9669	0.4608	34.5295	16.4374	0.1352	0.0071	0.8865	0.12	3	17.0069	66.4907	29.8818	4.9118	16.638	0.2968	206.8374	0.0492	0.0381	0.708	0.708	0.708
N341_HE_LF_Duplicate.ome.tiff	MK	7510de65-f04e-4ff9-be23-c495e5407c07	389.5318	0.6112	25.9305	20.6509	0.2011	0.0214	0.5911	0.11	3	21.807	84.9476	26.1888	5.4082	25.4087	0.3404	156.3817	0.0494	0.0966	0.583	0.583	0.583
N341_HE_LF_Duplicate.ome.tiff	MK	340a3eda-2546-4f13-878b-f2ddfd515d61	388.1132	0.4699	32.0924	16.2345	0.1256	-0.0086	0.615	0.0817	2	9.7595	37.8787	28.1037	4.5625	18.2314	0.3023	170.4238	0.0414	0.0504	0.5879	0.5879	0.5879
N341_HE_LF_Duplicate.ome.tiff	MK	30fc055e-c730-4634-b248-8214beb01744	388.1189	0.5251	33.6386	16.6057	0.113	-0.0143	0.3819	0.0426													
N341_HE_LF_Duplicate.ome.tiff	MK	3f8613d0-38cc-4860-b4de-bebe8de21fd3	386.2204	0.5537	25.9118	21.1593	0.1531	-0.0361	0.7627	0.1303	2	16.1647	62.4318	27.0752	5.7289	26.547	0.3554	173.3217	0.0496	0.0209	0.7333	0.7333	0.7333
N341_HE_LF_Duplicate.ome.tiff	MK	eb064779-cea0-410f-b6a2-a69a71ff5910	385.7518	0.5073	26.7887	20.8639	0.1606	-0.013	0.6927	0.1142	3	19.5779	75.5223	24.9523	5.206	23.0098	0.3184	184.2396	0.0483	0.1185	0.722	0.722	0.722
N341_HE_LF_Duplicate.ome.tiff	MK	8d61b825-1318-4cc5-9788-0cad9909ccf2	384.8019	0.5358	25.8226	20.0119	0.1625	0.0347	0.542	0.0953	4	25.0471	96.3821	24.9276	4.9885	24.1728	0.3225	177.3399	0.0491	0.0939	0.5209	0.5209	0.5209
N341_HE_LF_Duplicate.ome.tiff	MK	2724c897-a073-466e-975d-e555fe366f0a	381.9628	0.5993	24.831	20.6814	0.0948	-0.0104	0.6101	0.0627	1	6.9448	26.5264	26.5094	5.4825	24.6803	0.3166	162.4618	0.0503	0.1004	0.598	0.598	0.598
N341_HE_LF_Duplicate.ome.tiff	MK	a21942e7-1701-4f0d-ba9d-62b45294fcea	380.5363	0.3845	31.5568	19.1994	0.1237	-0.0123	0.6668	0.099	2	11.6326	44.2663	25.2733	4.8523	18.6755	0.3045	249.085	0.0495	0.0814	0.6876	0.6876	0.6876
N341_HE_LF_Duplicate.ome.tiff	MK	c4365f3a-0fbb-42d2-8711-a0c9341da0cd	1.4251	0.4505	2.2783	1.2432	0.1496	0.0243	0.3081	0.1177													
N341_HE_LF_Duplicate.ome.tiff	MK	eb3ac298-d14f-4975-9a3d-b3e1723e56b9	377.2225	0.5408	27.2329	18.4716	0.1468	-0.0089	1.043	0.1393	1	13.2614	50.0249	37.7949	6.9813	35.1738	0.4949	171.2176	0.0478	-0.0399	1.0662	1.0662	1.0662
N341_HE_LF_Duplicate.ome.tiff	MK	b02404fc-f273-4041-9d75-8548c1b69d03	376.2792	0.5904	24.8201	21.0011	0.1364	-0.02	0.9109	0.1287	2	11.5538	43.474	22.2573	4.6743	25.73	0.3299	137.827	0.042	0.0777	0.6504	0.6504	0.6504
N341_HE_LF_Duplicate.ome.tiff	MK	8e26583c-ef54-44d3-94b5-450ec85ec44d	375.7877	0.5719	25.9073	20.5193	0.1625	-0.0065	0.605	0.0914	4	29.1702	109.6217	25.6471	5.2626	25.5864	0.3424	166.6992	0.0493	0.0685	0.5025	0.5025	0.5025
N341_HE_LF_Duplicate.ome.tiff	MK	cc725fb2-77f3-4d0e-9822-17e8237532a9	375.7813	0.5719	25.163	20.3725	0.135	0.0041	0.7584	0.1001	2	19.4806	73.2074	29.9869	6.1091	29.8783	0.3884	169.0716	0.05	0.0813	0.6865	0.6865	0.6865
N341_HE_LF_Duplicate.ome.tiff	MK	7933c095-8c68-4860-87f4-4daf099e9dd1	370.5828	0.6391	24.1739	19.9639	0.1501	0.0293	0.5188	0.0832	4	22.04	81.6767	24.1249	4.8163	22.8285	0.2851	150.8218	0.0498	0.0982	0.4851	0.4851	0.4851
N341_HE_LF_Duplicate.ome.tiff	MK	ea236582-a4c8-4f75-ab6e-3de7151e5fdc	370.0962	0.599	24.0477	20.5707	0.139	-0.0233	0.7109	0.1081	2	17.7615	65.7371	29.0641	5.9787	30.1171	0.3742	153.7416	0.0476	0.0552	0.6942	0.6942	0.6942
N341_HE_LF_Duplicate.ome.tiff	MK	7c0e64cc-c6f2-47c2-a640-85c5ea3efa0b	368.6792	0.5785	26.3502	19.4731	0.1815	0.0095	0.7798	0.1255	3	29.8886	110.1961	28.3473	5.5201	31.3279	0.4265	159.812	0.0478	0.0851	0.6681	0.6681	0.6681
N341_HE_LF_Duplicate.ome.tiff	MK	e7adb80a-941a-443b-88f1-d0d3ed08a71f	367.7451	0.5952	25.3109	20.6533	0.2143	0.039	0.7053	0.1243	3	18.3357	67.428	21.7167	4.4852	25.3368	0.3313	155.3608	0.0478	0.164	0.6439	0.6439	0.6439
N341_HE_LF_Duplicate.ome.tiff	MK	d205f885-10b1-4b1e-af14-0d54644defaa	367.7292	0.5597	26.2882	19.9521	0.1455	0.0123	0.6401	0.0997	2	12.7044	46.7193	24.478	4.8839	23.38	0.3175	170.4783	0.0493	0.0943	0.5715	0.5715	0.5715
N341_HE_LF_Duplicate.ome.tiff	MK	8ee61388-cc35-40da-ae2f-66afbd95b849	365.8439	0.5568	24.6223	19.4112	0.1499	0.0421	0.4539	0.0794	2	16.2889	59.5932	28.4957	5.5313	28.0714	0.3571	172.1788	0.0495	0.0899	0.3966	0.3966	0.3966
N341_HE_LF_Duplicate.ome.tiff	MK	b2cb376a-f061-4920-9de6-b83a43b241d7	365.3713	0.5396	25.4263	18.7801	0.1491	-0.0088	0.7278	0.0942	3	25.3412	92.5896	31.2484	5.8685	27.2449	0.3579	175.0612	0.0488	0.0778	0.5171	0.5171	0.5171
N341_HE_LF_Duplicate.ome.tiff	MK	b1287795-d6e8-4517-ba5e-db0c0db0b7b3	362.0661	0.4761	31.6963	16.9938	0.1567	-0.0287	0.621	0.09	3	34.9416	126.5079	38.437	6.5319	26.3933	0.4322	173.6647	0.0427	0.0252	0.5917	0.5917	0.5917
N341_HE_LF_Duplicate.ome.tiff	MK	dcebc8aa-c2f9-40f7-a0ea-c35851bb1dba	360.1526	0.5652	26.2583	19.2347	0.1857	-0.005	0.6074	0.0996	3	17.2386	62.0865	24.839	4.7777	22.6243	0.3069	148.6543	0.0434	0.0984	0.5472	0.5472	0.5472
N341_HE_LF_Duplicate.ome.tiff	MK	d8e327ec-350a-4e03-80c1-69c258b6935d	355.9034	0.5256	27.6887	18.1641	0.127	0.0219	0.8526	0.1068	1	8.0741	28.7353	25.9449	4.7127	28.0258	0.4009	168.8857	0.0459	0.0888	0.7374	0.7374	0.7374
N341_HE_LF_Duplicate.ome.tiff	MK	c9fb93b9-3c32-4071-8c50-9ce087d596c2	347.8516	0.5809	24.5727	18.5872	0.1563	-0.0297	0.6862	0.1254	1	20.4835	71.2494	48.0222	8.926	41.1519	0.5224	169.1237	0.0508	0.0314	0.6635	0.6635	0.6635
N341_HE_LF_Duplicate.ome.tiff	MK	c2ff7e45-e36b-48f3-b59c-daadbe43be61	336.4677	0.5619	25.3892	18.5869	0.1492	-0.0122	0.6968	0.0876	2	19.7375	66.4098	30.9087	5.745	28.972	0.38	169.4666	0.0492	0.1082	0.5852	0.5852	0.5852
N341_HE_LF_Duplicate.ome.tiff	MK	83776c6e-7e7f-4392-bb2b-8c9028c34047	334.1024	0.4044	33.2286	14.1185	0.1551	-0.0049	0.5983	0.0877	2	20.4931	68.4661	41.6181	5.8758	24.0252	0.4124	211.0337	0.0441	0.041	0.5951	0.5951	0.5951
N341_HE_LF_Duplicate.ome.tiff	MK	a0577d0d-f63f-46ea-adc3-6bd1708f8069	333.1552	0.5746	25.2105	16.9338	0.107	0.0015	0.4137	0.0483	1	5.8108	19.3585	27.7569	4.7003	21.1545	0.2755	167.5999	0.0497	0.0715	0.4436	0.4436	0.4436
N341_HE_LF_Duplicate.ome.tiff	MK	4fd1d331-7e82-4e31-86f4-7adc8a5e6925	173.3517	0.3537	22.5452	13.985	0.1937	-0.0154	0.6389	0.1129	1	13.2309	22.9354	35.5612	4.9732	29.4229	0.3427	194.0087	0.0354	0.0985	0.6794	0.6794	0.6794
N341_HE_LF_Duplicate.ome.tiff	MK	086df000-a6d2-49ad-ad34-76159baaa8cd	329.8324	0.4728	30.2282	16.6934	0.1345	-0.0054	1.1784	0.1464	2	11.2453	37.0907	27.0446	4.5146	18.1504	0.2834	198.6974	0.0485	0.0293	0.9026	0.9026	0.9026
N341_HE_LF_Duplicate.ome.tiff	MK	9c784e52-6516-4b1c-8ec9-64f0a319b005	328.4179	0.3976	32.6547	14.2654	0.1233	0.0135	0.9787	0.1	1	6.2885	20.6523	28.7757	4.105	19.7514	0.3332	206.4525	0.0424	-0.0183	0.972	0.972	0.972
N341_HE_LF_Duplicate.ome.tiff	MK	eda8ac4e-2509-4cad-af16-c52bdd8855b3	106.4267	0.4034	19.0422	9.5852	0.1669	0.0337	0.7064	0.1508	1	17.5427	18.6698	36.9885	3.5454	34.123	0.3357	197.7648	0.0412	0.0719	0.7291	0.7291	0.7291
N341_HE_LF_Duplicate.ome.tiff	MK	90b4e6f6-d651-461a-b364-48edc5e8210b	325.5587	0.4955	27.0609	15.2752	0.134	-0.0022	0.4583	0.0718	1	12.4809	40.6331	42.8133	6.5398	30.1946	0.4221	189.3597	0.0485	0.0563	0.5208	0.5208	0.5208
N341_HE_LF_Duplicate.ome.tiff	MK	75d5e12a-9a14-4ff2-be07-290ee24ed827	321.7811	0.448	29.6458	17.3478	0.1191	0.0129	0.8202	0.1085	1	9.0106	28.9937	32.907	5.7086	22.1459	0.3392	217.076	0.0502	0.0816	0.7637	0.7637	0.7637
N341_HE_LF_Duplicate.ome.tiff	MK	af650df7-0625-45a7-b2a9-b7fe3ef99a40	321.791	0.5733	22.5841	19.9585	0.0974	0.0313	0.2028	0.0187													
N341_HE_LF_Duplicate.ome.tiff	MK	c2b6d4ff-18e1-426c-bb06-62c954a889cc	314.1117	0.5828	24.82	17.6264	0.1888	0.01	0.792	0.1343	3	29.7005	93.29	31.878	5.6189	28.7991	0.3693	158.9846	0.0479	0.0426	0.6263	0.6263	0.6263
N341_HE_LF_Duplicate.ome.tiff	MK	05b7ac2e-396e-4f2b-8f57-0c707d8cf7d6	227.5082	0.4642	20.999	17.3299	0.1144	0.0066	0.542	0.0895	1	8.0786	18.3798	27.6368	4.7894	31.5783	0.3426	133.2864	0.032	0.026	0.6541	0.6541	0.6541
N341_HE_LF_Duplicate.ome.tiff	MK	32ad47eb-b0b5-41bd-8b54-6075b317c42b	317.0309	0.6037	24.3383	18.5884	0.1416	0.0222	0.6273	0.0975	4	24.6489	78.1459	25.3329	4.709	23.3923	0.2941	141.2822	0.0441	0.038	0.6334	0.6334	0.6334
N341_HE_LF_Duplicate.ome.tiff	MK	07f6f581-b9c9-4797-9969-550733a10c04	315.6301	0.6439	22.1345	19.2754	0.2332	-0.0166	0.8414	0.1717	2	32.6774	103.1343	37.6491	7.257	40.9391	0.4681	149.1435	0.0496	0.0025	0.836	0.836	0.836
N341_HE_LF_Duplicate.ome.tiff	MK	da5896c5-9f7f-4538-8c15-efc605db96d4	314.6681	0.5606	22.7249	19.3843	0.1917	-0.0136	0.5847	0.1148	2	16.2313	51.0743	26.6523	5.1663	28.2732	0.3319	169.8399	0.0492	0.0932	0.5833	0.5833	0.5833
N341_HE_LF_Duplicate.ome.tiff	MK	a599f2be-664e-4d6c-a53a-3d9962dd958a	313.2511	0.5769	24.8207	17.2903	0.1737	0.008	0.7196	0.1242	3	23.852	74.7153	29.494	5.0996	24.7876	0.3178	166.4363	0.0496	0.0269	0.6107	0.6107	0.6107
N341_HE_LF_Duplicate.ome.tiff	MK	0a17a0f2-d51b-4280-bb5d-24a700b7e7a3	313.2513	0.4626	27.4864	15.5776	0.1802	0.0054	0.872	0.1668	2	21.3514	66.8821	35.8417	5.5833	27.4511	0.3898	192.2836	0.0459	0.0803	0.8634	0.8634	0.8634
N341_HE_LF_Duplicate.ome.tiff	MK	91bd214b-cee4-4256-8a5c-f7f63f72bbfb	311.3497	0.537	25.583	16.7461	0.092	-0.0115	0.1902	0.0238													
N341_HE_LF_Duplicate.ome.tiff	MK	c6654f0f-ba38-4c44-bb17-325ffb1cfdc7	308.976	0.5689	23.4953	18.164	0.1668	-0.0273	0.8033	0.1541	2	19.028	58.7923	31.8639	5.7878	27.5648	0.3346	171.5607	0.0504	0.1046	0.8911	0.8911	0.8911
N341_HE_LF_Duplicate.ome.tiff	MK	1f212332-7737-4880-ab18-35b52c248ad3	308.4984	0.4295	29.3525	15.3658	0.2136	-0.0367	0.638	0.1161	4	31.8172	98.1569	32.8244	5.0437	21.847	0.3313	215.6599	0.0479	0.0927	0.5503	0.5503	0.5503
N341_HE_LF_Duplicate.ome.tiff	MK	df19c7fd-11ba-46d2-b917-a7df609ea4b4	307.5621	0.4161	30.7408	15.9438	0.1559	0.0165	0.6331	0.0924	3	17.1857	52.8561	27.5332	4.3899	18.5118	0.294	206.6661	0.0444	0.1306	0.5206	0.5206	0.5206
N341_HE_LF_Duplicate.ome.tiff	MK	3e68e3f4-e40a-434b-8241-10233769d913	307.0817	0.5849	23.75	18.3195	0.0994	0.0369	0.3652	0.0318													
N341_HE_LF_Duplicate.ome.tiff	MK	99dca44d-d63b-4c18-b4e0-90bfe723df42	305.6742	0.5446	27.0508	15.3203	0.1008	0.0269	0.2702	0.0302													
N341_HE_LF_Duplicate.ome.tiff	MK	90301d7c-3841-4927-99ac-dffd187ac160	305.2106	0.6014	22.0796	18.5884	0.1405	-0.0006	0.549	0.0833	2	14.4937	44.2329	26.7745	4.977	26.3205	0.3002	160.6775	0.0499	0.1103	0.5606	0.5606	0.5606
N341_HE_LF_Duplicate.ome.tiff	MK	c5c861fa-50dc-4289-b61e-242fbcd1ea55	304.2384	0.4773	26.5477	17.5245	0.1891	-0.0275	0.6731	0.1227	1	20.3202	61.8219	47.8773	8.3903	38.1607	0.5234	196.6402	0.0485	0.1459	0.7297	0.7297	0.7297
N341_HE_LF_Duplicate.ome.tiff	MK	32c147b4-6ed9-4f92-9cb1-a53b287917f2	303.7795	0.5987	24.0466	17.2087	0.1397	-0.0028	0.7202	0.0964	1	13.7564	41.7878	38.9469	6.7023	32.9598	0.4095	162.7752	0.0503	0.1192	0.7223	0.7223	0.7223
N341_HE_LF_Duplicate.ome.tiff	MK	479c858c-8803-48a5-aa93-a37e6f5a62fd	300.9265	0.5731	22.1735	18.4738	0.1302	-0.0165	0.7825	0.0825	1	11.7326	35.3061	34.0052	6.282	32.8279	0.376	170.2601	0.0504	0.0938	0.7703	0.7703	0.7703
N341_HE_LF_Duplicate.ome.tiff	MK	bf481114-44c7-4de3-a022-8e69aed76903	300.444	0.5533	26.3502	16.391	0.2052	0.0159	0.6249	0.1135	3	31.9058	95.86	34.7863	5.7018	27.6211	0.376	169.14	0.0483	0.0662	0.6291	0.6291	0.6291
N341_HE_LF_Duplicate.ome.tiff	MK	4f3fbb00-eb46-4e8f-80ec-3639a7c63cf1	299.5169	0.6563	21.7685	17.8999	0.1841	0.0136	0.9945	0.1656	1	13.4009	40.1359	36.2503	6.4888	36.5239	0.4107	146.8301	0.0498	0.1268	1.0573	1.0573	1.0573
N341_HE_LF_Duplicate.ome.tiff	MK	de228da2-90c0-4991-ac74-306984d22df4	296.1792	0.6044	24.6747	16.5225	0.1341	-0.0342	1.1069	0.1652													
N341_HE_LF_Duplicate.ome.tiff	MK	7985ea99-dd1f-4277-87dd-4c2c399c4e24	289.0763	0.5697	21.9036	18.4729	0.1231	0.021	0.4503	0.0672	3	19.3732	56.0032	24.5345	4.5322	25.192	0.2851	157.4914	0.0464	0.0741	0.4358	0.4358	0.4358
N341_HE_LF_Duplicate.ome.tiff	MK	c694bfff-7974-401f-9d4f-e0f3016558dd	289.0805	0.4986	26.2609	16.9074	0.1169	-0.004	0.4924	0.0663	2	18.1946	52.5961	32.0991	5.4271	24.1551	0.3277	193.0895	0.0497	0.0768	0.4617	0.4617	0.4617
N341_HE_LF_Duplicate.ome.tiff	MK	bb1cd7f8-4240-4f0f-80e9-d181f71ba65c	283.8525	0.5792	21.2058	18.5859	0.1697	0.0192	0.4236	0.0832	2	35.8827	101.8582	40.91	7.6035	41.1059	0.4503	163.6864	0.049	0.0729	0.4517	0.4517	0.4517
N341_HE_LF_Duplicate.ome.tiff	MK	83b5e370-5f6c-43fa-8f35-4d2882f8739e	282.4304	0.4871	24.0927	15.7908	0.0854	-0.0353	0.5737	0.0424													
N341_HE_LF_Duplicate.ome.tiff	MK	b08a2839-0a6f-489d-b889-a769dd08257e	281.9671	0.618	20.8223	18.585	0.1194	0.0048	0.5084	0.0816	1	9.1021	25.6649	28.0392	5.2111	30.5836	0.329	155.6591	0.0497	0.1135	0.5049	0.5049	0.5049
N341_HE_LF_Duplicate.ome.tiff	MK	b4d9cd2f-b954-442c-a9ce-e84e922f397a	281.0248	0.5538	20.8144	18.0114	0.2063	-0.0093	0.7162	0.1396	2	41.4124	116.3772	44.0989	7.9428	53.3159	0.5733	123.7986	0.0354	-0.0133	0.7122	0.7122	0.7122
N341_HE_LF_Duplicate.ome.tiff	MK	2b53db22-e9bf-4280-a3dd-5b103740d757	276.2798	0.5637	22.365	16.933	0.1344	0.0074	0.477	0.0668	1	9.282	25.6444	30.8016	5.2156	28.4992	0.3293	169.8379	0.0495	0.1177	0.4864	0.4864	0.4864
N341_HE_LF_Duplicate.ome.tiff	MK	6368c171-2e54-44a4-ad57-87dd5e3efe7c	274.3818	0.58	21.6137	17.5244	0.2804	0.0244	0.692	0.1195	1	66.2658	181.8265	77.5882	13.5968	79.8452	0.8915	165.8148	0.0497	0.0781	0.7614	0.7614	0.7614
N341_HE_LF_Duplicate.ome.tiff	MK	42b0070f-474f-44c3-8266-50eb312c5851	273.9058	0.6227	22.6451	15.8325	0.2621	0.0242	0.7885	0.1813	2	31.8278	87.1796	41.7191	6.6052	36.6817	0.4291	154.3149	0.0496	0.2118	0.7347	0.7347	0.7347
N341_HE_LF_Duplicate.ome.tiff	MK	ee4b1f1e-615a-4aba-a229-a4062585162c	272.4869	0.556	20.7266	18.6376	0.201	-0.0026	0.5015	0.1056	5	50.6514	138.0203	29.0403	5.4124	34.9109	0.3738	150.1398	0.0431	0.0664	0.4652	0.4652	0.4652
N341_HE_LF_Duplicate.ome.tiff	MK	0f79d2c9-31b6-4571-b113-e56e891f7737	272.4922	0.6195	21.3516	17.2119	0.1756	0.0237	0.6051	0.1083	2	27.2924	74.3685	36.701	6.3169	35.8882	0.3959	154.1437	0.0493	0.0935	0.6009	0.6009	0.6009
N341_HE_LF_Duplicate.ome.tiff	MK	b0c13136-1797-40b5-94b0-32214fd8210c	271.5363	0.5351	24.0941	15.1146	0.1888	-0.0295	0.7589	0.1485	4	32.848	89.1955	30.2137	4.5667	26.6682	0.3319	149.8556	0.0414	0.0425	0.5727	0.5727	0.5727
N341_HE_LF_Duplicate.ome.tiff	MK	04201b9d-ff0c-4ea0-8239-0f78f2500d9b	268.6872	0.6341	21.0058	17.2109	0.1436	0.0072	0.7323	0.0874													
N341_HE_LF_Duplicate.ome.tiff	MK	86d2bff0-d0c7-4f65-b849-3a0a085b09b5	268.7027	0.6341	20.6535	17.8994	0.1398	-0.0042	0.5889	0.0997	1	9.3446	25.1087	31.2715	5.5974	28.63	0.3055	154.1644	0.0505	0.029	0.6384	0.6384	0.6384
N341_HE_LF_Duplicate.ome.tiff	MK	e627656f-a1e0-4026-902b-3c346a424395	266.3233	0.563	22.583	16.7624	0.2083	-0.0221	0.9302	0.1774	1	16.4238	43.7412	41.6392	6.9797	35.6816	0.4163	171.3522	0.0498	0.0444	1.1859	1.1859	1.1859
N341_HE_LF_Duplicate.ome.tiff	MK	9f8266c2-82c6-4295-a3f6-0859b82132b4	265.369	0.5816	21.7688	17.036	0.1902	0.015	0.7178	0.1183	3	45.266	120.1273	36.8576	6.2791	37.3653	0.4202	158.4751	0.0476	0.0413	0.6836	0.6836	0.6836
N341_HE_LF_Duplicate.ome.tiff	MK	b6d6140b-ada1-468d-be6b-e88bedef1899	263.0019	0.5009	25.1174	15.0434	0.1054	-0.0043	0.9251	0.1128	1	5.9679	15.6961	29.291	4.4064	19.0837	0.2476	177.9661	0.046	0.0609	0.9113	0.9113	0.9113
N341_HE_LF_Duplicate.ome.tiff	MK	f8b98168-a983-4e8d-9d99-f6786d8dd09a	261.5925	0.5947	19.8864	17.8962	0.2679	0.0444	0.5675	0.1066	4	55.7757	145.9037	31.1429	5.5734	43.5502	0.4474	138.7243	0.0426	0.1479	0.5468	0.5468	0.5468
N341_HE_LF_Duplicate.ome.tiff	MK	df6aac79-fb94-4cf2-8dd1-015f1de6ff48	158.8585	0.6124	18.8176	10.8604	0.137	0.0586	0.6249	0.0719	1	14.3301	22.7648	34.0887	3.7021	41.3509	0.402	122.6299	0.0388	0.0623	0.6406	0.6406	0.6406
N341_HE_LF_Duplicate.ome.tiff	MK	0507c7fc-9970-4902-bd25-203dab497c72	260.1441	0.5702	20.987	16.935	0.182	-0.0434	0.9823	0.1561	1	18.5028	48.1377	41.2088	6.9787	41.8804	0.4541	168.4395	0.0496	0.0651	1.0692	1.0692	1.0692
N341_HE_LF_Duplicate.ome.tiff	MK	2fd8a03d-56ab-47f5-96b1-d59da8f933b8	259.6707	0.5903	21.6969	15.5213	0.1372	0.0201	0.5484	0.0847	2	16.5053	42.8636	32.8868	5.1045	26.3846	0.2957	150.7594	0.046	0.0795	0.4706	0.4706	0.4706
N341_HE_LF_Duplicate.ome.tiff	MK	f6ad0ccd-a5c3-4552-a3f7-c177717ca794	255.4171	0.6028	20.4796	17.0898	0.1565	-0.0252	0.6725	0.1192	1	8.5369	21.8058	26.5136	4.5311	29.3328	0.3103	155.1901	0.0483	0.0328	0.6209	0.6209	0.6209
N341_HE_LF_Duplicate.ome.tiff	MK	ec397fd6-2944-4c5b-a01d-177c68b6dd85	254.0001	0.537	22.0386	17.209	0.1839	-0.0168	0.7662	0.1235	2	26.4486	67.1817	28.8393	4.963	34.1602	0.3889	143.1626	0.0397	0.0543	0.7935	0.7935	0.7935
